Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-06-05 00:00:00-04:00,2.114807670428907,2.114807670428907,2.0623743907186167,2.09732985496521,163600,0.0,0.0
2003-06-06 00:00:00-04:00,2.0711128880305094,2.1410238026698716,2.0711128880305094,2.0798516273498535,69200,0.0,0.0
2003-06-09 00:00:00-04:00,2.123545973382335,2.123545973382335,2.071112871170044,2.071112871170044,65200,0.0,0.0
2003-06-10 00:00:00-04:00,2.097330178900593,2.1410245576276887,2.097330178900593,2.1060690879821777,105600,0.0,0.0
2003-06-11 00:00:00-04:00,2.1550063958411343,2.237151861190796,2.1550063958411343,2.237151861190796,134000,0.0,0.0
2003-06-12 00:00:00-04:00,2.333279609680176,2.333279609680176,2.25462960409931,2.333279609680176,161200,0.0,0.0
2003-06-13 00:00:00-04:00,2.272106750338685,2.272106750338685,2.2021958400774904,2.228412389755249,190200,0.0,0.0
2003-06-16 00:00:00-04:00,2.2983239194911853,2.2983239194911853,2.235404083297121,2.2721073627471924,227600,0.0,0.0
2003-06-17 00:00:00-04:00,2.3472614676899033,2.3472614676899033,2.2284127351443535,2.324540376663208,120400,0.0,0.0
2003-06-18 00:00:00-04:00,2.3944514039293643,2.3944514039293643,2.2983237581482396,2.3420181274414062,320800,0.0,0.0
2003-06-19 00:00:00-04:00,2.2458904636181924,2.3332791950168645,2.2458904636181924,2.3158013820648193,172400,0.0,0.0
2003-06-20 00:00:00-04:00,2.2284125831785153,2.289584759977293,2.2284125831785153,2.254629135131836,59400,0.0,0.0
2003-06-23 00:00:00-04:00,2.132284582618047,2.2284122010996716,2.132284582618047,2.1497623920440674,187600,0.0,0.0
2003-06-24 00:00:00-04:00,2.1934571266174316,2.1934571266174316,2.1410238559916848,2.1934571266174316,179600,0.0,0.0
2003-06-25 00:00:00-04:00,2.245890487377398,2.245890487377398,2.1759794015104066,2.2021961212158203,98800,0.0,0.0
2003-06-26 00:00:00-04:00,2.1672404895576625,2.1672404895576625,2.097329570545136,2.1235461235046387,199200,0.0,0.0
2003-06-27 00:00:00-04:00,2.184718148586682,2.184718148586682,2.114807234504215,2.1322848796844482,52800,0.0,0.0
2003-06-30 00:00:00-04:00,2.132284896669759,2.132284896669759,2.062373982030397,2.0798516273498535,194800,0.0,0.0
2003-07-01 00:00:00-04:00,2.0973294222761893,2.0973294222761893,2.027418508205957,2.071112871170044,182600,0.0,0.0
2003-07-02 00:00:00-04:00,2.158501446502799,2.158501446502799,2.1148070865872017,2.141023635864258,33200,0.0,0.0
2003-07-03 00:00:00-04:00,2.1759792426561817,2.1759792426561817,2.114807234504215,2.1322848796844482,127200,0.0,0.0
2003-07-07 00:00:00-04:00,2.2196738719940186,2.2196738719940186,2.167240596799668,2.2196738719940186,86200,0.0,0.0
2003-07-08 00:00:00-04:00,2.2196738719940186,2.2196738719940186,2.167240596799668,2.2196738719940186,85600,0.0,0.0
2003-07-09 00:00:00-04:00,2.2196738954068334,2.2196738954068334,2.1252940657338115,2.167240619659424,98800,0.0,0.0
2003-07-10 00:00:00-04:00,2.0798520395015125,2.1410242269436517,2.0798520395015125,2.09732985496521,138000,0.0,0.0
2003-07-11 00:00:00-04:00,2.1497625411835286,2.1497625411835286,2.0973292759486606,2.141023635864258,45000,0.0,0.0
2003-07-14 00:00:00-04:00,2.1847180394978785,2.1847180394978785,2.11480712890625,2.11480712890625,97600,0.0,0.0
2003-07-15 00:00:00-04:00,2.079851757451615,2.1585017496916805,2.079851757451615,2.1235461235046387,297200,0.0,0.0
2003-07-16 00:00:00-04:00,2.158501296757078,2.158501296757078,2.09732913044675,2.1497623920440674,1406800,0.0,0.0
2003-07-17 00:00:00-04:00,2.167240185141314,2.167240185141314,2.0885903706293902,2.141023635864258,228800,0.0,0.0
2003-07-18 00:00:00-04:00,2.17597952673079,2.17597952673079,2.132285158054747,2.167240619659424,123600,0.0,0.0
2003-07-21 00:00:00-04:00,2.1322847437151404,2.1322847437151404,2.088590383529663,2.088590383529663,59600,0.0,0.0
2003-07-22 00:00:00-04:00,2.1148072513503027,2.1148072513503027,2.0711128880305094,2.0798516273498535,184000,0.0,0.0
2003-07-23 00:00:00-04:00,2.088590667999966,2.088590667999966,2.053635208426731,2.0623741149902344,49000,0.0,0.0
2003-07-24 00:00:00-04:00,2.1497625842020645,2.1497625842020645,2.0885904124238204,2.11480712890625,256400,0.0,0.0
2003-07-25 00:00:00-04:00,2.1235462509833805,2.1934573408735227,2.1235462509833805,2.167240619659424,72800,0.0,0.0
2003-07-28 00:00:00-04:00,2.2284124946594237,2.2284124946594237,2.1672403202905843,2.184718132019043,74000,0.0,0.0
2003-07-29 00:00:00-04:00,2.1934571266174316,2.2458903972431785,2.1934571266174316,2.1934571266174316,71200,0.0,0.0
2003-07-30 00:00:00-04:00,2.202196032835185,2.202196032835185,2.1410238559916848,2.1934571266174316,106200,0.0,0.0
2003-07-31 00:00:00-04:00,2.2021962318360373,2.2021962318360373,2.149762956472172,2.1585018634796143,824400,0.0,0.0
2003-08-01 00:00:00-04:00,2.2196737414853254,2.2196737414853254,2.1759793758392334,2.1759793758392334,43400,0.0,0.0
2003-08-04 00:00:00-04:00,2.2284124946594237,2.2284124946594237,2.184718132019043,2.184718132019043,130800,0.0,0.0
2003-08-05 00:00:00-04:00,2.167240619659424,2.2196738954068334,2.167240619659424,2.167240619659424,85400,0.0,0.0
2003-08-06 00:00:00-04:00,2.1934569010991254,2.1934569010991254,2.1060681812679314,2.141023635864258,46000,0.0,0.0
