Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883445501327515,0.09926414618775836,0.09883445501327515,0.09883445501327515,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09410790488811285,0.09410790488811285,0.09367821365594864,0.09367821365594864,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0872321309177717,0.0872321309177717,0.08680244535207748,0.08680244535207748,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895087987184525,0.08938057115175883,0.08895087987184525,0.08895087987184525,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152977913618088,0.09195946465181216,0.09152977913618088,0.09152977913618088,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711575508117676,0.09754544649144833,0.09711575508117676,0.09711575508117676,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184230655431747,0.10227276663507072,0.10184230655431747,0.10184230655431747,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613992065191269,0.10656961179712451,0.10613992065191269,0.10613992065191269,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172591149806976,0.11215560279858973,0.11172591149806976,0.11172591149806976,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203920632600786,0.12246889763942032,0.12203920632600786,0.12203920632600784,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.1237579956650734,0.12418768710195147,0.1237579956650734,0.1237579956650734,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117986882628642,0.12117986882628642,0.12075018882751465,0.12075018882751465,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774232380061443,0.11774232380061443,0.11731263250112534,0.11731263250112534,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11860164254903793,0.11946102476850266,0.11860164254903793,0.11860164254903793,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645321273394225,0.11645321273394225,0.11602353304624557,0.11602353304624557,35728000,0.0,0.0
